,telephone,email,description,website,facebook,linkedin,twitter,exd_link,exd_name,exd_id
72,886-2-77527628,info@cybersecthreat.com,"奇資安 總部位於台灣，是一家網路安全解決方案供應商，提供頂尖的網路安全解決方案，包括 Recorded Future威脅情資 (CTI)、資安協調、自動化與回應(SOAR)、使用者的行為分析(UBA)、數位鑑識與資安事件分析及處理(DFIR) 和網路安全顧問。 奇資安榮獲 APAC CIO Outlook 雜誌評選為亞太區 2022 年度十大最佳資訊安全解決方案供應商。我們憑藉高度客制化的網路安全解決方案將自己定位為頂級高端市場中最全面的參與者之一。
請瀏覽”關於我們”專頁 以了解更多資訊。
產品類型
Threat Intelligence
Security Orchestration Automation Response
Security Awareness Training
Data Leak Protection
Digital Forensics
Mobile App Security
IoT Security
Security Automation
Fraud Detection",https://twitter.com/cybersecthreat,https://www.facebook.com/cybersecthreat/,https://www.linkedin.com/company/80711215/,https://twitter.com/cybersecthreat,https://cybersec.ithome.com.tw/2024/exhibition-page/2177,奇資安,
73,02-2542-9758,sales@cyberview.com.tw,"力悅資訊「cyberview.cloud」成立於 2005 年，一直引領著資安技術的潮流。作為早期代理國外「資安軟體」的先驅，我們致力於提供卓越的解決方案。旗下代理產品包括：CyberArk 身分安全、Votiro 檔案清洗、Bitdefender 端點防護、Ubuntu 開源軟體，以及 Cynapse 人臉辨識。
透過「網路攻擊鍊的防禦新思維」的理念，我們與代理產品共同協助金融、政府、教育、高科技、製造業和交通運輸等客戶實現「零信任的全域防護能力」，讓資訊與資安單位達成高績效和法遵合規的「卓越產能」。
同時，我們秉持「VAD（加值服務代理商）」的專業協銷理念，十九年來致力於為全台經銷夥伴提供專業的資安產品顧問式銷售和技術支援服務。憑藉科技和資安的力量，我們協助經銷夥伴和客戶群實現「資安永續」的目標。
產品類型
Vulnerability Management
Endpoint Detection Response
Consultation Service
Content Disarm & Reconstruction",https://www.facebook.com/Cyberview2005,https://www.facebook.com/Cyberview2005,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2068,Cyberview 力悅資訊,C124
74,,,"凱特納科技致力於在 Web3 時代成為領先的安全專家。作為一家創新型的 Web3 AI 資安公司，我們專攻結合 Web3 技術與人工智慧，開創全新層次的數位資產保護。我們提供全方位的 Web3 資產安全解決方案，包括資產保護平台、Web3 紅隊演練和智能合約分析。
我們運用尖端的 AI 技術，預測、偵測和對抗網路威脅，致力於為客戶提供卓越的安全解決方案，確保用戶在 Web3 時代中享有最完整的安全保護。",https://twitter.com/cycatena,,,https://twitter.com/cycatena,https://cybersec.ithome.com.tw/2024/exhibition-page/2218,CyCatena,T39
75,+886-2-7739-0077,contact-tw@cycraft.com,"奧義智慧科技 (CyCraft Technology) 是一間專注於 AI 自動化技術的資安科技公司，研發出自動化威脅曝險管理平台「XCockpit」，由獨家 Cyber + AI 技術針對端點安全、特權帳號、外部攻擊面等三大核心面向，提供視覺化的態勢管理介面、實時的攻擊面監測，專注於企業的攻擊面與攻擊路徑管理。
奧義智慧科技創立於 2017 年，企業總部位於臺灣，於日本、新加坡皆設有子公司，持續為亞太地區的政府機關、警政國防、銀行和高科技製造產業提供專業資安服務，並連續兩年被東京都政府選為《東京都中小企業資安強化專案》的專屬資安供應商，為數百間日本中小企業提供自動化的資安防護方案。
從「創新 AI 技術、賦能企業資安」出發，奧義智慧科技將 AI 與機器學習技術應用在資安實務工作中，並獲得華威國際集團 (The CID Group) 與淡馬錫控股旗下蘭亭投資 (Pavilion Capital) 的強力支持、國際頂尖研究機構 Gartner、IDC、Frost & Sullivan 的多項認可，以及海內外大獎的多次肯定。
產品類型
Attack Surface Management",https://twitter.com/cycraft_corp,https://www.facebook.com/cycrafttechnology/,https://www.linkedin.com/company/cycraft/,https://twitter.com/cycraft_corp,https://cybersec.ithome.com.tw/2024/exhibition-page/1932,奧義智慧科技,Q201
76,02-89352870,ask@cymetrics.io,"Cymetrics 是 OneDegree Global 的一部分，OneDegree Global 在新加坡註冊成立。我們擁有 ISO27001 和 ISO27017 認證，並且是微軟的金牌合作夥伴。Cymetrics 協助客戶提高其對資安曝險的可視性，並以更敏捷及彈性化的方式管理資安風險。
團隊由一群專精資安風險管理及滲透測試的專家所組成，我們為 100 多個客戶提供服務，涵蓋公共部門、金融服務、科技、製造業、零售、電子商務、醫療保健及 Web3 等產業。







產品類型
Third-Party Risk Management
External Attack Surface Management
Vulnerability Assessment
Penetration Testing
Red Team",https://www.linkedin.com/company/cymetrics/,https://www.facebook.com/cymetrics/,https://www.linkedin.com/company/cymetrics/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1940,Cymetrics 新加坡商甯寶數位科技有限公司台灣分公司,C322
77,+886-2-2722-5100,Taipei.Commerce@mzv.gov.cz,"The Czech Economic and Cultural Office (CECO) was established in 1993. Our office focuses on public, cultural, scientific, and economic diplomacy. 
The Czech pavilion at the CyberSecurity fair showcases a dynamic array of innovative companies and universities at the forefront of cybersecurity. Here's a snapshot of what you can expect: Whalebone (5G Security), SpaceKnow (data from space), Eago (innovative digital solutions), Tovek (software platform for retrieval, analysis and automated processing of information from any data source), CTU in Prague (threat analysis and protection), MUNI and CyberSecurityHub CZ (governance, security training), Brno University of Technology (threat research).  ",https://www.facebook.com/czech.office.taipei/,https://www.facebook.com/czech.office.taipei/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2202,CECO,
78,(+886 287295867),april.huang@darktrace.com,"Darktrace 是全球首屈一指的人工智慧資安防禦公司。由劍橋數學家及英國情報單位所創立、是全球數以千計的客戶在偵測及抵禦網路攻擊時的強大後盾。具備 self learning 的人工智慧系統可保護雲端、SaaS、企業網路、物聯網及工業系統免受各種網路威脅及資安漏洞的傷害。這項技術可以即時偵測網路威駭客脅、對於未知的攻擊有強大的識別能力。於 2023 年獲得 Gartner 評鑑 Voice of customers，高達4.7 分。其研發中心的突破性創新已提交超過 165 項專利申請。 Darktrace 在全球擁有 2,300 多名員工，保護全球 9,000 多個組織免受進階網路威脅。

產品類型
Network Visibility",https://twitter.com/Darktrace/,,https://www.linkedin.com/company/darktrace/,https://twitter.com/Darktrace/,https://cybersec.ithome.com.tw/2024/exhibition-page/2111,Darktrace,C228
79,02-8771-3878,arthur.chuang@dataisec.com,"dataisec 致力於資料庫的安全與研究，透過紀錄資料庫的存取操作、 流量監控與效能檢視等行為，協助使用者監控資料庫的安全性，看管重要的機密資訊。 我們的研發團隊經驗豐富，目前持續開發結合應用系統、資料庫、系統日誌與數據分析的安全解決方案， 期望在這資安疑慮爆炸的年代，能與企業並肩守護珍貴的機敏資料。
產品類型
Database Auditing",http://www.dataisec.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1960,dataisec 智安數據,C106、P104
80,02-87511691,market@de-cloak.com,帝濶智慧科技利用差分隱私（Differential Privacy）及可搜尋加密（Searchable Encryption）技術為核心，獨創高可分析性的資料去識別化及加密資料可探勘演算法，可以在資料去識別化或加密的情況下，對儲存的資料與數據進行匯整、分析以及運用，不僅符合世界級別的個資保護法規，還能執行高效率的數據分析運算及資料運用，讓企業能夠有效運用數據來訂定商業策略，同時對於擁有龐大數據資訊的產業也具有高度的分析效益。,https://twitter.com/DeCloak_Co,https://www.facebook.com/profile.php?id=100066402803935,https://www.linkedin.com/company/decloak/mycompany/,https://twitter.com/DeCloak_Co,https://cybersec.ithome.com.tw/2024/exhibition-page/2377,帝濶智慧科技,
81,,,"自1925年成立迄今，DEKRA 德凱集團對客戶的承諾始終如一：確保人類與科技及環境互動的安全性問題。至今，前身為德國機動車監督協會的 DEKRA 德凱集團，已是世界知名的第三方專業檢測認證機構。2020年，DEKRA 德凱集團總營收預計可達 1,081 億元新台幣（32億歐元），業務遍佈世界六大洲逾60個國家，員工約 43,200 名。
DEKRA 德凱集團的技術專家群致力於提升人類全方位安全，涵蓋層面包含路途中、工作中及居家中等各種日常生活情境，服務項目包含：車輛檢測、理賠與專家評估、產品測試、工業檢測、稽核、培訓、臨時僱傭。2025 年將是 DEKRA 德凱集團創立的 100 週年，願景為「致力於成為安全與可持續發展世界裡的全球合作夥伴」。
DEKRA 德凱集團持續提升東亞及南亞區測試能力，於台北、新北、桃園、新竹、上海、蘇州、崑山、杭州、溫州、廣州、深圳、香港、東京、首爾、新德里、孟買及海德拉巴等地皆設有據點。台灣的六個據點則分別位於新北林口（兩個據點）、桃園華亞、台北松山、新竹東區及竹東。
自2015年起，DEKRA德凱於台灣陸續成立了EMC/RF實驗室、無線通訊一致性實驗室、車聯網實驗室、系統可靠度暨失效分析實驗室、OTA實驗室等，分別提供EMC/RF強制性法規檢測服務，物聯網無線通訊相容性檢測服務如Wi-Fi、LoRa、Bluetooth等，車聯網檢測服務如汽車EMC測試、軍用EMC測試、著名車廠測試要求，一站式LED、PCB、PCBA、系統可靠度驗證暨失效分析之服務，以及符合CTIA標準的天線效能OTA測試與Wi-Fi客製化效能測試等服務。此外，DEKRA德凱也提供電氣安全、功能安全、鐵道交通等測試認證服務、國際認證服務。
DEKRA德凱台灣最新推出的5G測試認證解決方案涵蓋各國法規如FCC、CE、ISED、NCC等強制性測試、PTCRB及GCF一致性測試、電信營運商入網測試、OTA及Data Throughput性能測試、歐洲新車強制配備eCall系統測試、DSRC及C-V2X測試、國際認證服務、加值及客製化服務。",https://twitter.com/DEKRA_Konzern,,https://www.linkedin.com/company/dekra,https://twitter.com/DEKRA_Konzern,https://cybersec.ithome.com.tw/2024/exhibition-page/2167,DEKRA,Q103
82,+852 6907 5159,elton.cheong@delinea.com,"Delinea 是一家通過集中授權來確保身份安全的開拓者，通過無縫地管理現代企業中的互動，使組織更加安全。Delinea 允許組織在整個身份生命周期中應用智能，消除身份相關的威脅，包括跨雲、傳統基礎設施、數據和不同的意SaaS應用程序。Delinea 提供單一的平台，憑藉智能授權使您能夠發現所有身份，分配適當的訪問級別，檢測異常並即時應對身份威脅。Delinea 通過需要比其他競爭對手少 90% 的資源來管理，提供更加高效的作業環境並且能在數周內完成部署，加速您的團隊採用。Delinea 平台是最可靠的身份安全解決方案，我們保證 99.99% 上線時間。您可以在 LinkedIn、Twitter 和 YouTube 上了解更多關於 Delinea 的信息。
產品類型
Privileged Access Management",https://twitter.com/delineainc,https://www.facebook.com/DelineaInc/,https://www.linkedin.com/company/delinea/,https://twitter.com/delineainc,https://cybersec.ithome.com.tw/2024/exhibition-page/2010,Delinea,P101
83,,,戴爾科技集團 （Dell Technologies）以創新科技推動人類進步為使命，提供從邊際運算到資料中心再到雲端的全面解決方案，協助全球客戶根據其需求規劃多雲策略、部署適合未來工作模式的混合辦公環境、驅動數據優先的各項創新，並強化端到端的安全性，為客戶提供實現數位轉型不可或缺的基礎架構，為企業及個人建構數位化未來。,https://www.facebook.com/DellTechTaiwan,https://www.facebook.com/DellTechTaiwan,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2011,戴爾科技,
84,02-27259988,,"勤業眾信（Deloitte & Touche）幫助您管理營運面臨的數位科技風險及不確定性，憑藉著在資訊安全領域的核心競爭優勢，Gartner 已連續10 年將 Deloitte 評選為全球資安顧問服務市佔率第一的領導者。
勤業眾信提供一系列相關資訊安全服務，讓各產業的客戶可以更準確的衡量、管理及控制數位科技風險，進而提昇與創造企業價值。
勤業眾信針對資訊安全領域提供八大服務：
1. 數位安全策略（Cyber Strategy）
2. 資訊基礎設施安全（Infrastructure Security）
3. 新興科技安全（Emerging Technology）
4. 雲端安全（Cloud）
5. 軟體開發安全（Application Security）
6. 身分識別安全（Identity）
7. 資料與隱私保護（Data and Privacy）
8. 數位安全偵測與應變（Detect and Respond）
產品類型
Governance Risk Compliance
Zero Trust Architecture
Cloud Security
Application Security
Identity Governance
Privacy
Incident Response",https://twitter.com/deloitte,https://www.facebook.com/DeloitteTaiwan,https://www.linkedin.com/company/deloitte,https://twitter.com/deloitte,https://cybersec.ithome.com.tw/2024/exhibition-page/2112,Deloitte 勤業眾信,
85,02-87972088,,"台達由鄭崇華先生創立於 1971 年，為全球提供電源管理與散熱解決方案。面對日益嚴重的氣候變遷，台達長期關注環境議題，秉持「環保 節能 愛地球」的經營使命，持續開發創新節能產品及解決方案、不斷戮力提升產品的能源轉換效率，以減輕全球暖化對人類生存的衝擊。近年來，台達已逐步從關鍵零組件製造商邁入整體節能解決方案提供者，深耕「電源及零組件」、「交通」、「自動化」與「基礎設施」四大事業範疇。
台達總部位於台灣，致力於創新研發，每年投入全球營業額超過8%作為研發費用，據點遍佈全球包括中國大陸、日本、新加坡、泰國、美國及歐洲等地。秉持對環境保護的承諾，台達不斷提高電源產品能轉換效率，以期能為人類守護一個永續發展的環境。
台達自成立以來，在經營績效、技術研發及履行企業永續等方面表現屢獲殊榮。自 2011 年起，台達連續十三年入選道瓊永續指數（Dow Jones Sustainability Indices, 簡稱 DJSI）之「世界指數」（DJSI World Index），亦於 2020 與 2022 年 CDP（原碳揭露專案） 年度評比榮獲氣候變遷與水安全管理雙「A」領導評級，並連續六年獲評「供應鏈議合領導者」。
面對全球暖化與氣候變遷的危機，台達將持續投入產品研發與技術創新，提供高效率且可靠的節能整合方案與服務，為人類永續生存發展盡一份力量。""

產品類型
Application Whitelisting
Supply Chain Security
Industrial Security",https://tw.linkedin.com/company/delta-electronics,https://www.facebook.com/delta.taiwan,https://tw.linkedin.com/company/delta-electronics,,https://cybersec.ithome.com.tw/2024/exhibition-page/2158,Delta Electronics,Q203
86,886-2-2577-0925,contact@devco.re,"創立於 2012 年，DEVCORE 戴夫寇爾堅信，唯有了解真實的駭客思維與攻擊方式，才能改善資訊安全與防護觀念。如今 DEVCORE 透過更全面的方式，大幅提升客戶的資訊安全防護能量及應對能力，讓企業能以最有效的方式配置資源。
DEVCORE 由兼具駭客技術及思維的資安專家組成，為台灣首間專注提供「紅隊演練」的資安業者，以挑戰極限、研發攻擊技巧為核心，秉持對資安技術的專業與熱情，成為企業堅強的資安後盾，為世界打造更安全的網路環境。
產品類型
Red Team
Penetration Testing",https://twitter.com/d3vc0r3,https://www.facebook.com/D3VC0RE/,,https://twitter.com/d3vc0r3,https://cybersec.ithome.com.tw/2024/exhibition-page/2109,DEVCORE,Q208
87,02-2658-2220,services@digicentre.com,"果核數位前身為遊戲橘子IDC、資安、系統及網路事業部門，目前為遊戲橘子(6180)和三商電腦(2427)等兩家上市公司合資的專業二類電信公司。我們與國內主要電信業者建立直連網路(Direct Peering)，提供7X24全時服務台灣多家頂尖數位內容公司。數十年豐富的資安防禦經驗，有專業團隊強化企業資安，提供進階威脅防護與手機App防護服務。雲端服務則高度整合虛擬與實體機房，以及安全即時內容傳遞，一站式全球服務，提供專業技術支援與顧問建議，評估客戶需求提供最適架構，建置佈署效益最大化。
產品類型
Security Consulting",https://www.facebook.com/%E6%9E%9C%E6%A0%B8%E6%95%B8%E4%BD%8D-724591257628290,https://www.facebook.com/%E6%9E%9C%E6%A0%B8%E6%95%B8%E4%BD%8D-724591257628290,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2071,果核數位,C233
88,02-25953836,service@digitaltaiwan.org,本會以促進各行各業結合數位科技發展，及建議政府制定前瞻性相關政策，促使數位科技相關產業具國際競爭優勢為宗旨。,https://www.facebook.com/DigitalTaiwanRoundtable/,https://www.facebook.com/DigitalTaiwanRoundtable/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2346,社團法人台灣數位科技與政策協進會,
89,02-2658-8970,contact@docutek.com.tw,"達友科技是專業的資訊科技產品代理以及加值服務解決方案的提供商，管理和技術團隊自成立以來，長期耕耘於資訊安全的專業領域，歷經資訊安全領域的不斷發展與變化，從傳統的產品技術層面轉化到應用和管理層面，達友將更多的視野投向企業內部網路的資安控管解決方案和服務領域，秉持「內網安控：資訊安全治理的極致延伸」的思維，參照國際資安標準，為企業提供完整的內網安控解決方案，讓企業可以從內部管理與稽核的思維，更加完善的安全防護。
產品類型
Zero Trust Network
Endpoint Protection
Database Security
Privileged Access Management",https://www.facebook.com/docutek,https://www.facebook.com/docutek,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1962,Docutek 達友科技,P104
90,+886-2-6605-7288,service@doqubiz.com,"恆智資安是一群資安專業組成的高科技公司，以破壞式創新，顛覆傳統資料安全概念，發明「碎形技術」以非檔案格式觀念重新定義了資料安全，協助企業徹底擺脫資料防護困難的噩夢。
恆智資安以更宏觀的視野推動各種資料安全保護方案，由雲端到伺服端更延伸到個人電腦。以雲到地、地到端、端到雲，完美的實現資料安全保護方案。
我們貼合市場需求，引領技術，由台灣出發，放眼國際市場，立志成為台灣之光。
產品類型
Data Encryption",https://www.facebook.com/Doqubiz,https://www.facebook.com/Doqubiz,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2210,DoQubiz 恆智資安,T14
91,886-2-2962-0065,service@dragonsoft.com,"中華龍網自2003年成立以來，致力於資訊安全軟體研發，擁有優秀之專案團隊和安全專家，提供完整的資訊安全解決方案，產品均為自主研發。
為國內唯一少數自主研發的資安軟體廠商，軟體研發遵循政府政策，對於資安相關法規有高度彈性，具備前瞻的國際觀，幫助使用單位評估全面性的威脅風險，有效降低受駭的可能，進而強化機關整體資安系統架構與環境防護能力。
產品類型
Risk Assessment Visibility
GCB
Governance Risk Compliance
Endpoint Detection Response
Network Firewall
Configuration Management
Cybersecurity Training
Data Leak Protection",https://www.facebook.com/dragonsoft.com.tw/,https://www.facebook.com/dragonsoft.com.tw/,,,https://cybersec.ithome.com.tw/2024/exhibition-page/2113,中華龍網,C213
92,+65 6266 2877,,"DT Asia, a regional value-added distributor of cybersecurity solutions which established in 2007, stands as a pioneering regional distributor of state-of-the-art cybersecurity solutions. With our headquarters situated in Singapore and an extensive network spanning the region, we specialize in bridging the gap for emerging technologies. Our focus areas include Yubico, Post Quantum Encryption, FIDO2, and on-prem lAM solutions, all poised to establish new industry standards.
Our core mission is to lead the adoption of these innovative technologies, ensuring that our clients benefit from advanced, secure, and future-proof cybersecurity protections. As strategic partners in cybersecurity innovation, DT Asia empowers businesses to navigate the complexities of next-generation technologies with confidence, positioning them at the forefront of digital security.",https://dtasiagroup.com/,,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1954,DT Asia / 代理：澄安國際,P215
93,0800-380-320,info@dyxnet.com,"自 1999 年創立以來，第一線持續發展成為大中華區領先的電信中立網路服務供應商，致力於為大中華及亞太地區城市的企業客戶提供企業網路解決方案，包括多協議標籤交換的虛擬專用網路（MPLS網路）、軟體定義廣域網路（SD-WAN）、網路網路連線、資料中心和網路安全解決方案等，並逐步延伸至雲端應用和軟體即服務（SaaS）方案成為企業客戶市場需求不斷成長。
第一線深信科技是實現企業邁向數位化未來的成功關鍵。我們為客戶提供 ICT 創新推動業務成長，探索更多潛力及機遇，並利用優秀的技術和服務為客戶制定合適的解決方案。
憑藉提供安全、穩定和全方位網路服務的出色表現，第一線是大中華區職工獲得 ISO/IEC 27001:2013 資訊安全、ISO/IEC 20000-1:2018 國際 IT 服務管理以及 ISO 9001： 2015 年國際品質管理認證的 ICT 服務供應商。",https://www.facebook.com/DYXnetTw,https://www.facebook.com/DYXnetTw,,,https://cybersec.ithome.com.tw/2024/exhibition-page/1946,香港商第一線有限公司台灣分公司,C312
94,0800-880-668,support@easpnet.com,"數位通國際在台灣深耕超過23年，擁有最專業的資料中心、頂尖的維運團隊、豐富的加值經驗、中立的網際網路和豐沛的國際海纜，提供7x24的即時技術支援，打造值得信賴的資訊管理環境。
在資安方面，數位通國際取得了ISO 27001/27011 資訊安全管理驗證和ISO27017/ ISO27018雲端服務之資訊安全與個資保護認證，同時不斷培訓專業的資安人才，已累積逾百張各領域的專業證照。我們可針對企業現有的環境或即將佈建的系統架構進行資安檢測、進行資安諮詢，提出相關的資安防護計畫。並與眾多國內外知名資安廠商合作，提供專業資安檢測工具執行資安服務檢測。
旗下的雲端品牌GWS CLOUD，協助客戶打造獨一無二的雲端應用，將服務在地化，讓技術零時差。這些特點使得數位通國際成為企業在資訊科技領域中值得依賴的合作夥伴。
產品類型
DDoS Protection
Web Application Firewall
Web Security
Backup and Recovery",https://www.linkedin.com/company/easpnet-taiwan-inc/,https://www.facebook.com/eASPNetTaiwan/,https://www.linkedin.com/company/easpnet-taiwan-inc/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2013,數位通國際,Q219
95,02 2280 1777,info.tw@ecloudvalley.com,"伊雲谷數位科技（6689）於2013年成立，身為雲端市場的領航者，致力於協助企業加速數位轉型。整合旗下雲馥數位和雲動力資訊的專業量能，打造全面且高效能雲端生態系，並以客戶需求為中心，提供量身定制的解決方案，為企業提供從雲端基礎架構、託管服務、AI/數據管理、資安防護到永續管理等全方位的雲端服務，助力企業在競爭激烈的市場中始終保持領先地位。
從台灣出發，伊雲谷至今為上千家客戶以雲端推動數位轉型進程，在全球已擁有超過800名員工，橫跨全球14+據點，包括台灣、中國、香港、菲律賓、新加坡、美國、馬來西亞、泰國、印尼、越南和澳洲，不論在何處，我們的目標始終如一，期望透過優越的雲端服務，加速數位轉型，並協助企業客戶善用雲端解決方案優勢，共創未來營運嶄新藍圖。
產品類型
Security Orchestration Automation Response
Cloud Security
Managed Security Service",https://www.linkedin.com/showcase/ecloudvalley-taiwan/?originalSubdomain=tw,https://www.facebook.com/ecloudvalleytaiwan,https://www.linkedin.com/showcase/ecloudvalley-taiwan/?originalSubdomain=tw,,https://cybersec.ithome.com.tw/2024/exhibition-page/2117,伊雲谷數位科技股份有限公司,P305
96,02-23970257,,"易璽科技是 KnowBe4 台灣區授權代理商，專注於提供企業網路解決方案。產品和服務涵蓋了網路設計、實施及維護、網路安全和數據保護、網路監控管理等。
易璽科技不斷的技術創新和服務優化，專門提供 IT 基礎建設與技術服務、教育訓練等，協助經銷商或是最終用戶更高效地管理 IT 基礎建設,致力於成為企業網路解決方案的領導者。
產品類型
Security Awareness Training",https://twitter.com/ecnetworkr,https://www.facebook.com/ecnetworker/,,https://twitter.com/ecnetworkr,https://cybersec.ithome.com.tw/2024/exhibition-page/2114,EC-NETWORKER 易璽科技,P212
97,0976 435 161,Info_tw@edgenext.com,"EdgeNext是一家全球邊緣雲供應商，服務遍及全球，專注於亞太地區、中國、中東地區的雲交付服務。EdgeNext 提供 CDN、串流媒體服務、安全解決方案和雲端邊緣服務平台，可提供更快、更安全和敏捷的雲交付服務，協助客戶實現安全訪案，有效降低成本和延遲。
產品類型
Cloud Performance Monitoring
Cloud Workload Protection
DDoS Protection
DNS Security
Database Security",https://twitter.com/edgenexttech,https://www.facebook.com/EdgeNextTechnology,https://linkedin.com/company/edgenextcdn,https://twitter.com/edgenexttech,https://cybersec.ithome.com.tw/2024/exhibition-page/2015,EdgeNext,C334
98,0800-880-668,support@easpnet.com,Edgio (NASDAQ：EGIO) 是全球領先的邊緣平台解決方案提供商，通過對內容傳送、應用程式和串流媒體平台的無縫整合，提供卓越的安全數位體驗。Edgio 全球規模的技術和專家服務為全球頂級品牌賦能，覆蓋教育、電商、娛樂、現場直播及各種應用，為每一位用戶提供最迅捷、最動態和最流暢的數位體驗。Edgio 致力於提供無與倫比的客戶服務，並在每一步都擴展價值。Edgio 是首選的合作夥伴，承載了全球約 4% 的互聯網流量，為最受歡迎的節目、電影、體育、遊戲、音樂以及即時載入網站提供強大的支援服務。,https://www.linkedin.com/company/edgio/,,https://www.linkedin.com/company/edgio/,,https://cybersec.ithome.com.tw/2024/exhibition-page/2014,Edgio,Q219
99,02-2657-8811,sales@edomtech.com,"關於益登科技
不僅是元件代理，更是您的最佳解決方案合作夥伴
益登科技成立於1996年，為亞洲最佳電子元件代理商與解決方案供應商，總部設立於台北，為亞太區以至全球的ODM/OEM客戶、原廠提供一流的服務和解決方案。益登科技多年來深耕各項應用領域，引領潮流之先，涵蓋的產品應用範圍包括可攜式/穿戴式產品、有線/無線通訊、物聯網、汽車、機器人、醫療、工業控制、電腦以及各式各樣的電子產品，在光電、數位、類比、混合訊號等領域深具技術經驗，提供全面的服務與方案，可作為原廠、客戶、合作夥伴之間溝通的最佳橋樑。更多資訊請瀏覽網站 www.edomtech.com",https://www.linkedin.com/company/edom-technology,https://zh-tw.facebook.com/EDOMTechnology/,https://www.linkedin.com/company/edom-technology,,https://cybersec.ithome.com.tw/2024/exhibition-page/2379,益登科技股份有限公司,AH06
100,04-2266-9966,Service.edt@edtns.net,"易達通國際網路通訊集團為【台灣唯一跨域資通訊整合商】。
自 1993 年創立，以企業跨國線路起家，服務內容包含企業級線路服務、資通訊設備規劃、東南亞建廠、數據可視化、資安解方、雲端整合，以客戶為中心，透過創新的通訊技術，賦予人們傳輸與溝通的能力，推動社會進步。易達通始終以客戶的需求為出發點，致力提供優質穩定的資通訊服務，讓客戶能夠更輕鬆、安全的連結彼此。易達通不斷創新，開發新產品和服務，以滿足客戶的需求。
易達通致力於成為全球領先的通訊服務供應商，為客戶創造價值，服務據點包含 台灣、大陸、印尼、越南、馬來西亞、墨西哥及泰國均設有子公司，透過跨國多語言服務、線路設備安全把關、專業客服主動監控、7x24 小時統一報修窗口，為企業提供垂直整合的一條龍資訊服務，使得客戶溝通零成本，跨國建廠無障礙，資訊安全無疑慮。


產品類型
Security Consulting",https://www.linkedin.com/company/101819293/admin/feed/posts/,https://www.facebook.com/profile.php?id=100063657114242,https://www.linkedin.com/company/101819293/admin/feed/posts/,,https://cybersec.ithome.com.tw/2024/exhibition-page/1952,易達通網路通訊集團,Q211
101,威實康科技 02-87518026,marketing.tw@westcon.com,"Efficient IP 是一家網路安全和自動化公司，透過敏捷、安全和可靠的網路基礎架構幫助組織提高業務效率。作為全球成長最快的 DDI 廠商之一，Efficien tIP 透過敏捷、安全和可靠的網路基礎架構幫助組織提高業務效率。我們適用於 DNS-DHCP-IPAM（DDI） 和網路設定的統一管理框架可 確保端對端可見性、一致性控制和進階自動化。此外，我們獨特的全方位 DNS 安全解決方案可隨時隨地保護資料機密性和應用程式存取。企業可依靠我們來幫助控制風險並降低所 面臨的現代關鍵 IT 專案。自 2004 年以來，我們不斷擴大國際影響力，在精選業務合作夥伴的幫助下，在全球範圍內提供解決方案、專業服務和支持。我們的團隊已為全球 1,000 多家客戶成功數位轉型，並通過專業的客戶服務確保了運營效率。
產品類型
DNS Security",https://twitter.com/efficientip,https://www.facebook.com/EfficientIP/,https://fr.linkedin.com/company/efficient-ip,https://twitter.com/efficientip,https://cybersec.ithome.com.tw/2024/exhibition-page/2082,Efficient iP,Q113
102,(02)29148001#2227 商丞科技,info@proware.com.tw,"Ekran System 自 2013 年成立以來，致力於開發內部安全解決方案，並通過其全球合作夥伴網絡將其提供給全球客戶，與公共和教育機構﹑財富 500 強企業的大型企業和中小型企業的客戶合作。Ekran System 的使命是為客戶提供高效且易於使用的工具，以滿足其所有內部威脅監控需求，並提高其合規性以滿足安全審核要求。
產品類型
Insider Threat Management",https://twitter.com/ekransysteminc,https://www.facebook.com/EkranSys,https://www.linkedin.com/company/ekran-system/,https://twitter.com/ekransysteminc,https://cybersec.ithome.com.tw/2024/exhibition-page/1986,Ekran System / 代理：商丞科技,Q107
